gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout	mk_pval	alpha	mk_pval_fdr	dos	total_poly	total_div	SnIPRE.lbound	SnIPRE.ubound	SnIPRE.class	SnIPRE.est	SnIPRE.Rlbound	SnIPRE.Rubound	SnIPRE.tau	SnIPRE.theta	SnIPRE.Rclass	SnIPRE.Rest	SnIPRE.gamma	SnIPRE.f	SnIPRE.f.lb	SnIPRE.f.ub	SnIPRE.f.class
AAMP	2	3	2	1	53.13	106.26	15	1	1	-2	1	-0.266666666666667	3	5	-0.507831227940088	0.0877044788281861	neut	-0.210063374555951	-1.98322660811793	0.434059309207957	14.7810221872566	0.00374802271395114	neut	-0.774583649454988	-0.286609882663298	0.460893190219767	0.137620422625666	1.5435016481085	neut
AANAT	1	1	1	1	26.4	52.8	15	1	1	0	1	0	2	2	-0.535314761027273	0.117707198779497	neut	-0.208803781123888	-2.44018021989795	0.516367790149284	15.0280563331646	0.00358754605504732	neut	-0.961906214874334	-0.28476076934683	0.382145436129227	0.0871557376860173	1.67592834315132	neut
AAR2	4	8	0	0	102.96	205.92	15	1	1	NA	1	NA	0	12	-0.557016287362875	0.00413701337422295	neut	-0.276439636994326	-2.09900270565471	0.164093203865388	18.8427153153957	0.00248540870385359	neut	-0.967454750894662	-0.368458825698093	0.380049463544639	0.122577064030101	1.17831797119061	neut
AAREL	5	5	1	0	24.75	49.5	15	1	1	-Inf	1	-0.5	1	10	-0.507528586131502	0.130033590510104	neut	-0.188747497810699	-1.0709422757219	1.28457518941315	13.6751298873507	0.00468923239633596	neut	0.10681645684563	-0.259608177281042	1.11270244087356	0.342685364247229	3.61311965157314	neut
AARS	5	18	4	6	331.65	663.3	15	1	0.399858817489518	-1.4	1	-0.182608695652174	10	23	-0.347476048682399	0.0490072158653834	neut	-0.149234416408508	-2.38573923489521	-0.841515235574006	12.7856214938395	0.00436207129090287	neg	-1.61362723523461	-0.207686998589539	0.19917982652577	0.0920221525085781	0.431056362982716	neg
AARS2	4	15	1	3	216.15	432.3	15	1	1	-0.25	1	-0.0394736842105263	4	19	-0.372644169538484	0.0738876506801643	neut	-0.14937825942916	-2.62559639267356	-0.735251403397981	13.5293636307379	0.00401129736556549	neg	-1.68042389803577	-0.207313639127636	0.186296140984197	0.0723959564160034	0.479380306972823	neg
AARSD1	8	5	4	2	132	264	15	1	1	-0.25	1	-0.0512820512820512	6	13	-0.526644090242898	-0.0153767975225729	neg	-0.271010443882736	-1.16437592617875	0.559174166496103	16.8029760164664	0.00315146605439882	neut	-0.302600879841322	-0.363168410682988	0.818222586444185	0.345619984342127	1.93700615314616	neut
AASDHPPT	1	7	0	0	78.54	157.08	15	1	1	NA	1	NA	0	8	-0.518936549724574	0.0664577878166842	neut	-0.226239380953945	-3.1055266344193	-0.309437515425525	16.9566436108499	0.00275732688598597	neg	-1.70748207492241	-0.305903491488898	0.181326869257976	0.0448029885146485	0.733871208833503	neg
AASS	2	10	1	1	297.99	595.98	15	1	0.395604395604396	-4	1	-0.333333333333333	2	12	-0.618176253303227	-0.126337101292628	neg	-0.372256677297927	-2.74644194271551	-0.575715576483965	24.7642530574656	0.00144841356206763	neg	-1.66107875959974	-0.4825626123597	0.217827154973152	0.0735771787916872	0.644881221255641	neg
AATF	5	8	2	1	155.1	310.2	15	1	0.55	-2.2	1	-0.282051282051282	3	13	-0.544361059824204	-0.0299894206363363	neg	-0.28717524023027	-1.78425535927006	0.13604005649933	18.6163623446086	0.00254596229364119	neut	-0.824107651385363	-0.382091772029463	0.488397582965447	0.186979483931743	1.27574932300634	neut
AATK	5	7	2	4	132.99	265.98	15	1	1	0.3	1	0.0833333333333334	6	12	-0.371069379770004	0.107544021664344	neut	-0.13176267905283	-2.08860733851961	-0.228148354017024	12.1626322696992	0.004976614594621	neg	-1.15837784626832	-0.184538760360587	0.313994838180211	0.123857759462283	0.796003723228426	neg
ABAT	0	6	0	1	180.18	360.36	15	1	1	NA	1	0	1	6	-0.589845141752576	-0.0462281260360472	neg	-0.318036633894311	-3.73539075252012	-0.894323191678829	22.3519636924523	0.00162272602558196	neg	-2.31485697209947	-0.417990126982305	0.111151492055945	0.0268335242496804	0.460091454838727	neg
ABCA1	2	13	1	1	572.55	1145.1	15	1	0.330882352941177	-5.5	1	-0.366666666666667	2	15	-0.72466506464688	-0.261409632086746	neg	-0.493037348366813	-2.83891423816223	-0.763226111833622	34.5013994037142	0.000806918066069683	neg	-1.80107017499793	-0.619541843171263	0.197271259585806	0.0698739317168113	0.556896006749795	neg
ABCA12	38	51	12	4	1285.02	2570.04	15	1	0.0276711377815047	-3.02631578947368	1	-0.323033707865169	16	89	-0.603657569103351	-0.262778138535504	neg	-0.433217853819428	-0.930614878710205	-0.0286123767956747	25.8416186874689	0.00149011387690648	neg	-0.47961362775294	-0.554322187212992	0.725254468597201	0.46196429833026	1.13851734530854	neut
ABCA13	74	34	11	3	1038.51	2077.02	15	1	0.54844505438672	-0.684684684684685	1	-0.1005291005291	14	108	-0.721615186784464	-0.348402828906097	neg	-0.53500900784528	0.0366244374011118	0.958165052590153	34.562844545009	0.00100784962248218	pos	0.497394744995632	-0.667097117903687	1.99283090335141	1.25709056058902	3.15927061951615	pos
ABCA2	10	30	1	0	682.77	1365.54	15	1	0.268292682926829	-Inf	1	-0.75	1	40	-0.609831886110485	-0.202275779578972	neg	-0.406053832844729	-1.96089600910864	-0.500727840190202	27.6085068700938	0.0012727827402923	neg	-1.23081192464942	-0.521415096668183	0.33882872653745	0.163270862364908	0.703156056828537	neg
ABCA3	5	20	1	11	391.38	782.76	15	1	0.640869861458097	0.636363636363636	1	0.116666666666667	12	25	-0.248715451087563	0.121534502035103	neut	-0.06359047452623	-3.1090761150792	-1.45523339758021	10.7169252766537	0.00547207152734307	neg	-2.2821547563297	-0.0910537786895967	0.10204228299169	0.0446445480719739	0.233344370396846	neg
ABCA4	19	43	10	12	831.93	1663.86	15	1	0.296405619035837	-0.885964912280702	1	-0.148093841642229	22	62	-0.366993390828896	-0.038235034584937	neg	-0.202614212706916	-1.75372405191057	-0.767642672947013	13.966956247385	0.00385462981425975	neg	-1.26068336242879	-0.277588766514031	0.306228185948721	0.18703507758727	0.501376371180753	neg
ABCA5	5	42	3	13	584.43	1168.86	15	1	0.407478662981061	-0.938461538461538	1	-0.0811170212765957	16	47	-0.192111057497028	0.140601413852253	neut	-0.0257548218223872	-3.16593791112636	-1.747637289356	9.70778297051504	0.00634921539227401	neg	-2.45678760024118	-0.0374202484728591	0.0857267245551891	0.0421871808105151	0.174206576894573	neg
ABCA7	5	11	4	6	101.97	203.94	15	1	0.692448512585812	-0.466666666666667	1	-0.0875	10	16	-0.15239222227001	0.277900066359885	neut	0.0627539220449372	-2.12470483120712	-0.468957781333402	6.81986511598807	0.0123000538526979	neg	-1.29683130627026	0.0954929090916309	0.273388936351864	0.119467122696204	0.625653387469069	neg
ABCA8	11	31	7	5	478.17	956.34	15	1	0.0787652110745682	-2.94545454545455	1	-0.321428571428571	12	42	-0.369635146417949	-0.00220132576561496	neg	-0.185918236091782	-1.83264527721478	-0.613362847391789	13.8203066702216	0.00399812081746614	neg	-1.22300406230328	-0.25574518776339	0.316006208372754	0.171734964794581	0.581375145841537	neg
ABCA9	19	21	4	4	423.39	846.78	15	1	1	-0.105263157894737	1	-0.025	8	40	-0.488827548010511	-0.0859370021193282	neg	-0.28738227506492	-1.2180914229172	0.0239869460400524	18.59070067714	0.00261269358074484	neut	-0.597052238438575	-0.382369885278282	0.61294595667527	0.329388834890245	1.14059437246597	neut
ABCB1	16	17	1	4	401.28	802.56	15	1	0.355144618302513	0.734375	1	0.284848484848485	5	33	-0.525866379252468	-0.103686246376869	neg	-0.314776312814669	-1.40945302238425	-0.0354020213265518	20.7397538297844	0.0021576723228601	neg	-0.722427521855399	-0.414930075581232	0.545880576012315	0.274616058622956	1.08509900806519	neut
ABCB10	2	8	0	1	123.42	246.84	15	1	1	1	1	0.2	1	10	-0.494302309588678	0.0437455857081159	neut	-0.225278361940281	-2.9058475583083	-0.438818855101378	16.8521279017365	0.00279137966716394	neg	-1.67233320670484	-0.304745198879466	0.187808972451782	0.0547023107085486	0.644797251269815	neg
ABCB11	6	20	2	2	427.68	855.36	15	1	0.283524904214559	-2.33333333333333	1	-0.269230769230769	4	26	-0.52085383089785	-0.0963323863768189	neg	-0.308593108637334	-2.23165702339798	-0.599149768143477	20.5741232411524	0.00203696065065127	neg	-1.41540339577073	-0.407430411132353	0.272387728149048	0.12042061060965	0.61616004052454	neg
ABCB1LA	12	21	2	2	477.84	955.68	15	1	0.62458929517753	-0.75	1	-0.136363636363636	4	33	-0.566759146525792	-0.146628732614704	neg	-0.356693939570248	-1.62645790601017	-0.202924432696336	23.1523853262074	0.00175512497643153	neg	-0.914691169353255	-0.464694064166158	0.457055371812005	0.224312287906989	0.931288902794918	neg
ABCB5	10	15	2	0	441.54	883.08	15	1	0.188034188034188	-Inf	1	-0.6	2	25	-0.710406641945161	-0.247597272457189	neg	-0.479001957201175	-1.43240656694831	0.140315345188424	31.5573088901528	0.00105779861869293	neut	-0.646045610879944	-0.60465644557016	0.623355166540745	0.283934088894971	1.36851048695822	neut
ABCB6	1	3	0	2	67.32	134.64	15	1	1	1	1	0.25	2	4	-0.467208037856424	0.117388328248194	neut	-0.174909854804115	-3.27049720108568	-0.408495619497482	14.5810432271649	0.00347666565960709	neg	-1.83949641029158	-0.240588393816156	0.158897319426456	0.0379874531063462	0.664649163916475	neg
ABCB9	1	17	0	4	199.32	398.64	15	1	1	1	1	0.0555555555555556	4	18	-0.252965998056539	0.182593279449558	neut	-0.0351863593034906	-3.85290149017662	-1.50179939118802	10.4451949715238	0.00557621581823975	neg	-2.67735044068232	-0.0507871324621523	0.0687430484621261	0.0212235089447086	0.222728421589538	neg
ABCC1	6	19	3	0	512.16	1024.32	15	1	0.0256410256410257	-Inf	1	-0.76	3	25	-0.656370631336836	-0.21584707754046	neg	-0.436108854438648	-1.93105796675499	-0.312410212658846	28.2826384695017	0.00121480296437438	neg	-1.12173408970692	-0.556438955390828	0.38182663873469	0.169961051982587	0.857763481053468	neg
ABCC10	27	23	6	4	465.3	930.6	15	1	1	-0.277777777777778	1	-0.0599999999999999	10	50	-0.507023972547	-0.112030996250021	neg	-0.309527484398511	-0.867834928051343	0.268860547247261	19.3428949430802	0.00251216246726349	neut	-0.299487190402041	-0.409416409113361	0.831933219183172	0.471254033973411	1.46867456904762	neut
ABCC13	10	16	0	1	366.3	732.6	15	1	1	1	1	0.384615384615385	1	26	-0.611766456540711	-0.152779056645344	neg	-0.382272756593027	-1.70564476464735	-0.0776074940631792	25.4108738595273	0.00151067252643331	neg	-0.891626129355264	-0.494219453616116	0.471821385642319	0.209053263508382	1.06486351740866	neut
ABCC2	3	15	1	2	180.84	361.68	15	1	0.488721804511278	-1.5	1	-0.166666666666667	3	18	-0.365227299937421	0.0963198680851517	neut	-0.134453715926134	-2.73899497636782	-0.725971067195523	13.045429902837	0.00424709752044002	neg	-1.73248302178167	-0.187537059678664	0.176858107353543	0.0646339438340469	0.483849243445907	neg
ABCC3	2	22	1	2	450.12	900.24	15	1	0.308034188034188	-4.5	1	-0.25	3	24	-0.478481323904396	-0.0559523533881159	neg	-0.267216838646256	-3.16872026362407	-1.19094504975498	19.321096351443	0.00211051201012665	neg	-2.17983265668953	-0.356528770927074	0.124955388972942	0.0465110845604156	0.335915459254758	neg
ABCC5	1	10	1	0	482.79	965.58	15	1	0.166666666666667	-Inf	1	-0.909090909090909	1	11	-0.776822234446987	-0.282671875041144	neg	-0.529747054744066	-2.91962145387919	-0.648567785653141	38.0864948686386	0.00068186960953397	neg	-1.78409461976617	-0.659872397223387	0.203092288605407	0.0652425563617165	0.632188039752927	neg
ABCC6	18	31	4	1	436.59	873.18	15	1	0.146020091636074	-5.88888888888889	1	-0.43265306122449	5	49	-0.460236822654554	-0.0644454327584744	neg	-0.262341127706514	-1.32031072557688	-0.0907187734752878	17.9315691485322	0.00278519827075343	neg	-0.705514749526083	-0.351311386756331	0.54497848533916	0.294704533861001	1.00782894695385	neut
ABCC8	4	25	2	1	528.99	1057.98	15	1	0.0826612903225806	-11.5	1	-0.528735632183908	3	29	-0.533593683727268	-0.118566604385921	neg	-0.326080144056595	-2.57511976841352	-0.86929396448004	22.0314333633253	0.00176602971496208	neg	-1.72220686644678	-0.428042545562683	0.201623604979323	0.0859502239391244	0.473145482068529	neg
ABCC9	3	17	0	1	482.46	964.92	15	1	1	1	1	0.15	1	20	-0.618842862603116	-0.16594729947257	neg	-0.392395081037843	-2.92489861870695	-0.880486727196125	27.1273682118971	0.00121926423034365	neg	-1.90269267295154	-0.505409389036279	0.17226477244075	0.0619693524177644	0.478691632068974	neg
ABCD2	1	9	0	4	190.74	381.48	15	1	1	1	1	0.1	4	10	-0.376162648097158	0.0978945280683884	neut	-0.139134060014385	-3.71103977607059	-1.2226248053678	13.6489320933256	0.00364701778678944	neg	-2.4668322907192	-0.193452621004102	0.0848750493467748	0.02447509765625	0.294454702638229	neg
ABCD3	0	7	0	1	194.04	388.08	15	1	1	NA	1	0	1	7	-0.57714913218746	-0.043155505988504	neg	-0.310152319087982	-3.76185894071652	-0.956882658388363	21.9545076847286	0.00166673784435242	neg	-2.35937079955244	-0.408503588958651	0.106017143095291	0.0260997100945246	0.430991565544512	neg
ABCD4	1	8	0	0	156.42	312.84	15	1	1	NA	1	NA	0	9	-0.592236387553243	-0.0427999935453898	neg	-0.317518190549317	-3.17056903405976	-0.535290891641285	21.9748834124039	0.00175436993033974	neg	-1.85292996285052	-0.417586136473272	0.176405903468602	0.0472442820108947	0.658749834379544	neg
ABCE1	0	5	0	1	182.16	364.32	15	1	1	NA	1	0	1	5	-0.619589373963497	-0.0691748948736966	neg	-0.344382134418597	-3.70232396602954	-0.84043547233238	23.9252310679534	0.00145016111807893	neg	-2.27137971918096	-0.449319903141478	0.11716448032624	0.0280121518159521	0.490054894924657	neg
ABCF2	0	7	0	3	181.17	362.34	15	1	1	NA	1	0	3	7	-0.442622276146701	0.0609527677157974	neut	-0.190834754215452	-4.03087046189725	-1.26102576457159	15.9142173978348	0.00277718123964981	neg	-2.64594811323442	-0.260630896023582	0.0709370225301237	0.017758613376823	0.283358895477484	neg
ABCF3	2	14	1	3	132	264	15	1	0.508771929824561	-1.33333333333333	1	-0.125	4	16	-0.260079993384486	0.19994495010273	neut	-0.0300675216408778	-3.05710537631186	-0.912165820809289	9.77068354009859	0.00662282138734774	neg	-1.98463559856058	-0.0436251016146575	0.137426676343337	0.047039823018697	0.401653260577082	neg
ABCG1	0	10	0	0	263.01	526.02	15	1	1	NA	1	NA	0	10	-0.626259035975469	-0.105768740006134	neg	-0.366013887990802	-3.69300587368641	-0.980146985732782	25.7258080368295	0.0012792588890196	neg	-2.3365764297096	-0.474530816638922	0.110589794127526	0.0284855327344562	0.429344009629291	neg
ABCG2	2	4	1	1	207.57	415.14	15	1	1	-1	1	-0.166666666666667	2	6	-0.688465908076216	-0.148295774455484	neg	-0.41838084126585	-2.48726662440076	-0.174205955322993	27.3781286955686	0.00125532477170369	neg	-1.33073628986187	-0.536071385432278	0.307947743233794	0.0968744329346256	0.978919604450591	neg
ABCG4	1	1	1	0	48.84	97.68	15	1	1	-Inf	1	-0.5	1	2	-0.678676284522821	-0.0339894760477618	neg	-0.356332880285291	-2.31833120759444	0.526956034082555	22.6092581285029	0.00181864493044369	neut	-0.895687586755943	-0.464601874419899	0.465810609053198	0.112296042147629	1.93220762967223	neut
ABHD10	3	5	1	0	105.27	210.54	15	1	0.444444444444444	-Inf	1	-0.625	1	8	-0.631942884678705	-0.0553332767459471	neg	-0.343638080712326	-1.99573381113106	0.312365569012386	21.9853827119273	0.00192380972656012	neut	-0.841684121059337	-0.449526002065075	0.489473176733858	0.154360533888375	1.55215792248991	neut
ABHD11	1	3	0	0	39.93	79.86	15	1	1	NA	1	NA	0	4	-0.60180822451036	0.0459462723495042	neut	-0.277930976080428	-2.85810730615507	0.208193708991298	19.0357828024027	0.00234899293165848	neut	-1.32495679858189	-0.370199405914129	0.265807872325857	0.0573769720028037	1.23144984663808	neut
ABHD12	0	8	0	2	112.53	225.06	15	1	1	NA	1	0	2	8	-0.385257867849949	0.141911161255964	neut	-0.121673353296993	-3.9612868204134	-1.10513284708924	13.1333608775946	0.00387727717541711	neg	-2.53320983375132	-0.170137444967188	0.0794036845306563	0.0190208394500716	0.331166771581739	neg
ABHD13	0	2	0	0	124.41	248.82	15	1	1	NA	1	NA	0	2	-0.73604228101474	-0.128778457681637	neg	-0.432410369348189	-3.43176329514565	-0.385932630913433	29.8391491171195	0.00102955572329582	neg	-1.90884796302954	-0.551380475804456	0.173559615119145	0.037843708937348	0.795755811889678	neg
ABHD14A	2	3	0	1	20.13	40.26	15	1	1	1	1	0.4	1	5	-0.467801085419006	0.188046149456141	neut	-0.139877467981432	-2.44364997928429	0.537927669278464	12.6434962034326	0.00480802686948633	neut	-0.952861155002911	-0.195171349340961	0.385650544594326	0.0868550284514689	1.71245272435536	neut
ABHD17A	0	4	0	0	45.54	91.08	15	1	1	NA	1	NA	0	4	-0.55776517072842	0.0797636447836863	neut	-0.239000762972367	-3.53314328125141	-0.295272475378426	17.6636970203195	0.00251779257021751	neg	-1.91420787831492	-0.321781170979739	0.147457844685407	0.0292127513154015	0.744333734348457	neg
ABHD17B	0	3	0	0	84.81	169.62	15	1	1	NA	1	NA	0	3	-0.655072789032354	-0.0379076951610136	neg	-0.346490242096684	-3.48129533347534	-0.370188400916935	23.700121505309	0.00152694205977082	neg	-1.92574186719614	-0.452012378106559	0.16567313304839	0.0349683109834528	0.784914729552575	neg
ABHD17C	0	3	0	1	54.12	108.24	15	1	1	NA	1	0	1	3	-0.515939907607458	0.102186391817277	neut	-0.20687675789509	-3.67820429949405	-0.493021736822338	16.2104634921547	0.002850978447157	neg	-2.08561301815819	-0.281378283271837	0.124229130742191	0.0252743582557507	0.610776846889866	neg
ABHD18	1	0	1	0	104.28	208.56	15	1	1	NA	1	0	1	1	-0.786008366849426	-0.167858870797296	neg	-0.476933618823361	-2.37594044595156	0.324282718865937	31.5198437989484	0.00101500856285138	neut	-1.02582886354281	-0.602294329074452	0.426079223113843	0.110444413500957	1.64375311492623	neut
ABHD2	0	7	0	1	153.45	306.9	15	1	1	NA	1	0	1	7	-0.533274547470381	0.00881529933259817	neut	-0.262229624068891	-3.77566004643801	-0.927202610310351	19.2590752132558	0.00208368017219841	neg	-2.35143132837418	-0.350274332568557	0.0952469109526855	0.0229455602497454	0.395672767474317	neg
ABHD5	0	11	0	0	114.51	229.02	15	1	1	NA	1	NA	0	11	-0.440683982948258	0.100068747076585	neut	-0.170307617935836	-3.76699131111299	-0.92857037455739	15.1027726870299	0.00315226713892995	neg	-2.34778084283519	-0.234142233301631	0.0955913145292635	0.0231388635643921	0.395129182411461	neg
ABHD6	0	5	0	3	95.04	190.08	15	1	1	NA	1	0	3	5	-0.36887057397855	0.168165395047795	neut	-0.100352589465377	-4.03296996863848	-1.09924575314561	12.2754102171529	0.0043006121526303	neg	-2.56610786089204	-0.141462881239115	0.0768338922779287	0.0177213536341798	0.333122137238324	neg
ABHD8	0	3	0	2	78.21	156.42	15	1	1	NA	1	0	2	3	-0.471974309658192	0.109026412271325	neut	-0.181473948693433	-3.83717407160052	-0.776308361614214	15.2162477411935	0.00309396183389427	neg	-2.30674121660737	-0.248807230823304	0.0995932461509108	0.0215580251523314	0.460099040084015	neg
ABI2	1	6	1	0	169.62	339.24	15	1	0.25	-Inf	1	-0.857142857142857	1	7	-0.655101732290027	-0.102556837785726	neg	-0.378829285037876	-2.74243231713158	-0.26437182339557	24.9894113471469	0.00144900745705823	neg	-1.50340207026357	-0.490330819507434	0.255612155630441	0.0740429543076646	0.882455363307274	neg
ABI3	2	0	0	0	62.7	125.4	15	1	1	NA	1	NA	0	2	-0.769529621260026	-0.122732963349815	neg	-0.44613129230492	-2.21659493429174	0.605203906041225	29.1911717621747	0.00118934127769438	neut	-0.805695514125256	-0.567694942809652	0.525516781100281	0.1281865249945	2.15448361373758	neut
ABI3BP	11	15	1	1	370.26	740.52	15	1	1	-0.363636363636364	1	-0.0769230769230769	2	26	-0.631832718734938	-0.172559041353969	neg	-0.402195880044454	-1.4910487494102	0.0772408671949892	26.1631333785121	0.00145674935057653	neut	-0.706903941107607	-0.517567347612571	0.571490105537951	0.260888356963361	1.25188184731779	neut
ABL2	1	9	1	2	326.7	653.4	15	1	0.423076923076923	-3.5	1	-0.233333333333333	3	10	-0.598786065225652	-0.115667630984974	neg	-0.357226848105313	-3.13841527834995	-0.847761977560265	23.9965946044127	0.00147447977622643	neg	-1.99308862795511	-0.464867923012272	0.155471408261454	0.0494603494964383	0.488713996679884	neg
