gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout	mk_pval	alpha	mk_pval_fdr	dos	total_poly	total_div	SnIPRE.lbound	SnIPRE.ubound	SnIPRE.class	SnIPRE.est	SnIPRE.Rlbound	SnIPRE.Rubound	SnIPRE.tau	SnIPRE.theta	SnIPRE.Rclass	SnIPRE.Rest	SnIPRE.gamma	SnIPRE.f	SnIPRE.f.lb	SnIPRE.f.ub	SnIPRE.f.class
AACS	3	38	0	2	595.98	1191.96	15	1	1	1	1	0.0731707317073171	2	41	-1.53358170818305	-0.37737175341577	neg	-0.955476730799412	-2.58653570781416	-1.07127820422861	29.8189123943844	0.00163137571689854	neg	-1.82890695602138	-1.1165465391336	0.223037979924723	0.104555244141453	0.475784443387277	neg
AADAC	18	25	6	9	399.96	799.92	15	1	1	0.0740740740740741	1	0.0186046511627907	15	43	-0.596340147297167	0.413535879971122	neut	-0.0914021336630226	-1.42541366078392	-0.329973119685609	8.78094214356341	0.00569853103302509	neg	-0.877693390234765	-0.131672372662948	0.415740572043292	0.240406587740497	0.71897254174024	neg
AADACL4L1	8	15	10	4	403.26	806.52	15	1	0.0448115523755124	-3.6875	0.822543273817637	-0.366459627329193	14	23	-0.957066384420573	0.100230272655304	neut	-0.428418055882635	-1.29556482732965	-0.0952525667373402	7.8893858985269	0.00424046327143835	neg	-0.695408697033495	-0.581623831014624	0.498862962526742	0.273735354059232	0.909139544722471	neg
AADACL4L2	19	15	8	8	398.31	796.62	15	1	0.766636805410862	0.210526315789474	1	0.0588235294117647	16	34	-0.53685918911466	0.476751589968512	neut	-0.0300537995730739	-1.15002407086235	-0.0458510953735191	7.37296007546564	0.00504259369166672	neg	-0.597937583117933	-0.0444747607426135	0.549928615135897	0.316628918748454	0.955175428236053	neg
AADACL4L3	6	15	6	8	348.48	696.96	15	1	0.476918798665183	-0.875	1	-0.142857142857143	14	21	-0.88561699843077	0.199161593558249	neut	-0.34322770243626	-1.80202522772151	-0.549974840517849	5.9658293730763	0.00615728861272678	neg	-1.17600003411968	-0.484934102890173	0.30850986882732	0.164964400531148	0.576958916302416	neg
AADACL4L5	11	7	5	2	403.92	807.84	15	1	1	-0.590909090909091	1	-0.103174603174603	7	18	-0.854107525880906	0.222205255386484	neut	-0.315951135247211	-1.10275761792623	0.191016640696878	13.7474843062509	0.00194954201659859	neut	-0.455870488614674	-0.423263446587585	0.633895480654155	0.331954305932254	1.21047665472725	neut
AADAT	5	18	1	0	420.75	841.5	15	1	0.25	-Inf	1	-0.782608695652174	1	23	-1.29219835804469	-0.150614937415684	neg	-0.721406647730186	-1.83363941170799	-0.346162811297071	31.0077707833924	0.00115418303800093	neg	-1.08990111150253	-0.873169895107472	0.433741557737957	0.206172170214175	0.912496416344188	neg
AAED1	3	4	0	0	170.94	341.88	15	1	1	NA	1	NA	0	7	-1.20333244292742	0.0391136813745215	neut	-0.58210938077645	-1.83111485210261	-0.0417038781075958	26.0716775149762	0.00115115529742535	neg	-0.936409365105105	-0.724724069159336	0.39203396583993	0.160234740915083	0.959144477056388	neg
AAGAB	5	15	2	4	287.76	575.52	15	1	1	-0.5	1	-0.0833333333333333	6	20	-1.00319808027399	0.125700707367381	neut	-0.438748686453303	-1.94955257851301	-0.520676090215673	11.669716230246	0.00356158551418111	neg	-1.23511433436434	-0.579104120609307	0.290799326920722	0.142335826244657	0.59411628409397	neg
AAK1	23	32	4	5	1331.22	2662.44	15	1	1	-0.11304347826087	1	-0.0262626262626263	9	55	-0.956830455309306	0.0529376365534406	neut	-0.451946409377933	-1.30883083160118	-0.201693009137101	22.6382915119139	0.00115300163061021	neg	-0.755261920369141	-0.578498127250668	0.469884111655222	0.270128422425079	0.817345543053661	neg
AAMDC	2	8	1	1	121.77	243.54	15	1	0.454545454545455	-3	1	-0.3	2	10	-1.12279734894425	0.124074369606045	neut	-0.499361489669102	-2.04907654449462	-0.256674368271094	14.9483257184793	0.00278329446810448	neg	-1.15287545638286	-0.643757611199241	0.315727357615857	0.128851250667712	0.773636788995531	neg
AAMP	9	16	5	9	368.61	737.22	15	1	1	0.0123456790123457	1	0.00285714285714284	14	25	-0.75346459016542	0.307926118821106	neut	-0.222769235672157	-1.72403967463824	-0.52092932864012	6.47403770451734	0.00593197292189828	neg	-1.12248450163918	-0.31964678457522	0.325470020438671	0.178354158311987	0.593965832353603	neg
AANAT	0	3	3	2	203.94	407.88	15	1	0.196428571428571	-Inf	1	-0.6	5	3	-1.35404751638619	-0.0692267316835955	neg	-0.711637124034894	-2.37552536100013	-0.514793830757303	8.54336813238484	0.00306244730167462	neg	-1.44515959587872	-0.917245016357538	0.308150474157302	0.121536233984906	0.781317591995161	neg
AAR2	10	13	0	0	380.49	760.98	15	1	1	NA	1	NA	0	23	-1.0320365441058	0.0782223156646819	neut	-0.47690711422056	-1.32721822073331	0.0742050059513937	38.5129488656011	0.000862616595222961	neut	-0.626506607390958	-0.599769115473151	0.534441993032453	0.265207534292034	1.07699901510873	neut
AAREL	16	17	11	5	215.16	430.32	15	1	0.229295197301859	-1.3375	1	-0.202651515151515	16	33	-0.551950115602804	0.473950797341671	neut	-0.0389996591305664	-0.967569758794058	0.167623517057758	6.6106571559675	0.00791838506201953	neut	-0.39997312086815	-0.0580999387393755	0.670337855640669	0.380005763133105	1.18248574226822	neut
AARS	5	42	7	17	951.39	1902.78	15	1	0.0902766839359054	-2.45882352941176	0.953786405978059	-0.185283687943262	24	47	-1.23763175495415	-0.178464430965032	neg	-0.708048092959589	-2.36068730372099	-1.22441709211074	6.89258032645819	0.00530812134137618	neg	-1.79255219791586	-0.930398678179488	0.21858923584162	0.123846987277629	0.385818136671362	neg
AARS2	13	38	2	15	898.59	1797.18	15	1	0.32294563218835	0.61025641025641	1	0.137254901960784	17	51	-0.850267037560384	0.168191976540659	neut	-0.341037530509863	-2.1370674443047	-1.03406468640124	9.6356611635169	0.00400885882357628	neg	-1.58556606535297	-0.463780830627864	0.20483174352517	0.117999462185659	0.3555810318378	neg
AARSD1	11	21	6	12	520.08	1040.16	15	1	1	0.0454545454545454	1	0.0104166666666667	18	32	-0.759461780853869	0.274100098292613	neut	-0.242680841280628	-1.76183964813548	-0.640617669091165	6.28008828352698	0.00581029148271706	neg	-1.20122865861332	-0.347771768727007	0.300823508255993	0.171699801048144	0.526954484538645	neg
AASDHPPT	3	19	2	2	283.47	566.94	15	1	0.154849498327759	-5.33333333333333	1	-0.363636363636364	4	22	-1.21965168646657	-0.0597517327707506	neg	-0.639701709618659	-2.12719949840602	-0.602396184365301	15.9624295487439	0.00289053197283149	neg	-1.36479784138566	-0.802652831071881	0.322510979036323	0.150465401128136	0.691275921316653	neg
AASS	9	31	1	4	875.82	1751.64	15	1	1	0.138888888888889	1	0.025	5	40	-1.20474773755894	-0.130873843349062	neg	-0.667810790454	-1.95118480961014	-0.673568171136175	23.5353196346168	0.00141977115968182	neg	-1.31237649037316	-0.821810333292699	0.341850376818323	0.180476340561615	0.647540467859905	neg
AATF	28	32	8	6	596.64	1193.28	15	1	0.560082077032924	-0.523809523809524	1	-0.104761904761905	14	60	-0.691154957126803	0.298800839355453	neut	-0.196177058885675	-1.09689277965133	-0.0358470584421142	14.2643577396887	0.00322679118589387	neg	-0.566369919046723	-0.268877807082035	0.567573765788323	0.333906889613475	0.964777769654922	neg
AATK	26	41	22	31	1288.32	2576.64	15	1	0.851666051303983	-0.119106699751861	1	-0.0270346381301042	53	67	-0.652156269865449	0.243413542124188	neut	-0.20437136387063	-1.45426482440328	-0.638053447056844	4.04973127768528	0.00691018641236251	neg	-1.04615913573006	-0.309479413263952	0.351256759313349	0.23357046734246	0.528307247315394	neg
ABAT	2	19	0	1	495.99	991.98	15	1	1	1	1	0.0952380952380952	1	21	-1.55966426979026	-0.343689710108978	neg	-0.951676989949618	-2.51269481184571	-0.822668567344067	27.4390937451603	0.00119685701250904	neg	-1.66768168959489	-1.11538921329297	0.261961434183963	0.112528145124602	0.609860982985469	neg
ABCA1	12	70	5	13	2286.9	4573.8	15	1	0.182649864634246	-1.24358974358974	1	-0.131436314363144	18	82	-1.32168685445946	-0.320791873406788	neg	-0.821239363933126	-2.14660347040937	-1.07945716429974	16.6571228354258	0.00174971634609364	neg	-1.61303031735456	-0.999549716339955	0.267123374774139	0.156673177561518	0.455458649042102	neg
ABCA12	94	140	29	14	3934.59	7869.18	15	1	0.00132948513501683	-2.08510638297872	0.2630636980271	-0.272709202941761	43	234	-1.06919027418542	-0.239325615613012	neg	-0.654257944899216	-0.804686887444604	0.00383391852836829	23.5587098619374	0.0014249759196792	neut	-0.400426484458118	-0.806943063454187	0.847092681374392	0.565400440577861	1.26910924910641	neut
ABCA13	188	109	31	16	3488.43	6976.86	15	1	0.870507537610635	-0.123337765957447	1	-0.0265778350884733	47	297	-0.526220512094807	0.293349167293366	neut	-0.116435672400721	-0.474651302018149	0.328847967589299	21.1759054043745	0.00145171356977467	neut	-0.0729016672144251	-0.160005882004838	0.929686546589681	0.622101240852711	1.38936622830486	neut
ABCA2	31	113	2	2	2658.48	5316.96	15	1	0.215178208295153	-2.64516129032258	1	-0.284722222222222	4	144	-1.37071172399402	-0.378091532730409	neg	-0.874401628362214	-1.60003264413189	-0.537082608313145	71.2311121822629	0.000557185993047565	neg	-1.06855762622252	-1.01788771037688	0.46302136005089	0.27212893475449	0.787819353037843	neg
ABCA3	9	56	3	34	1689.6	3379.2	15	1	0.528626241126493	0.450980392156863	1	0.0573804573804574	37	65	-1.03734896662044	-0.00701261303929801	neg	-0.522180789829871	-2.75961349640009	-1.70385359578268	5.56362384011302	0.00531827762042366	neg	-2.23173354609138	-0.720821885469251	0.132209804969577	0.0779862907001977	0.224144492395536	neg
ABCA4	40	82	21	24	2385.24	4770.48	15	1	0.106528877349296	-0.79375	0.983875031494079	-0.13879781420765	45	122	-0.895692082100915	-0.0318987594471591	neg	-0.463795420774037	-1.35645847355545	-0.53694082313514	10.0808038331921	0.00314005660298348	neg	-0.946699648345293	-0.614840390563199	0.462900603077884	0.307279471557253	0.697342455748481	neg
ABCA5	10	87	7	25	1632.51	3265.02	15	1	0.129244933462012	-1.436	1	-0.115657216494845	32	97	-1.24300516294737	-0.252647031413437	neg	-0.747826097180403	-2.45356922044845	-1.44644837817666	9.92236760121168	0.00457626142360883	neg	-1.95000879931255	-0.94802621448389	0.187748221891146	0.113469495621428	0.310647151371019	neg
ABCA7	21	45	27	37	1172.16	2344.32	15	1	0.275948021383547	-0.563706563706564	1	-0.103693181818182	64	66	-0.75358069728173	0.140995021369102	neut	-0.306292837956314	-1.51322796976249	-0.731018240369865	3.17634191483635	0.00945080462838391	neg	-1.12212310506618	-0.470809616914975	0.325587666193653	0.220197581534817	0.481413643022775	neg
ABCA8	24	77	13	21	1587.96	3175.92	15	1	0.121451162750846	-0.986111111111111	1	-0.144729178800233	34	101	-0.973825491560618	-0.0545990239279607	neg	-0.514212257744289	-1.72392506772335	-0.824818807521931	10.3996530844624	0.00407036586997371	neg	-1.27437193762264	-0.674367248510188	0.339593907028967	0.216631187043032	0.532338210562098	neg
ABCA9	86	78	18	17	1584.66	3169.32	15	1	1	0.039671682626539	1	0.0101045296167248	35	164	-0.493429390925398	0.370148230174864	neut	-0.0616405803752672	-0.964427468093077	-0.115189315587386	14.5356272267811	0.00311162809848294	neg	-0.539808391840231	-0.086942510193605	0.582855798704094	0.38119375993568	0.891194988074745	neg
ABCB1	44	44	5	6	1250.37	2500.74	15	1	1	0.166666666666667	1	0.0454545454545455	11	88	-0.724932612934116	0.252489874001513	neut	-0.236221369466302	-1.0551283331059	-0.0188083127591187	25.2181123964275	0.00138135685097517	neg	-0.536968322932508	-0.314676717549566	0.584513817831253	0.348130674952001	0.981354944587821	neg
ABCB10	6	25	0	2	571.56	1143.12	15	1	1	1	1	0.193548387096774	2	31	-1.27944126088226	-0.157890362161146	neg	-0.718665811521705	-2.06911146055437	-0.647234871293198	28.0907990139584	0.0013394681411984	neg	-1.35817316592378	-0.872468879611906	0.331611742666965	0.162882072972407	0.675128584606227	neg
ABCB11	12	40	2	6	1291.29	2582.58	15	1	1	-0.111111111111111	1	-0.0192307692307692	8	52	-1.18521494374557	-0.145795999246687	neg	-0.665505471496129	-1.9011788543128	-0.721440712605217	21.8478021755189	0.00138959283845238	neg	-1.31130978345901	-0.821282128900635	0.342160353664246	0.189671123837323	0.617171812364971	neg
ABCB1LA	32	38	6	6	1287.66	2575.32	15	1	1	-0.1875	1	-0.0428571428571429	12	70	-0.840385105303087	0.144478836272162	neut	-0.347953134515463	-1.15462537319395	-0.103390243624202	20.9810631247378	0.00143860199122825	neg	-0.629007808409075	-0.455480669046343	0.533107105511118	0.315175333586458	0.901771837083507	neg
ABCB5	21	45	7	3	1324.62	2649.24	15	1	0.0323411252543357	-4	0.784275503573749	-0.381818181818182	10	66	-1.15689509796005	-0.152909584793929	neg	-0.654902341376988	-1.29387070298385	-0.202454282669755	25.5274487015843	0.00125826198575299	neg	-0.748162492826804	-0.805682760440244	0.598058740480599	0.34652439825032	1.03213042249641	neut
ABCB6	3	13	4	17	554.07	1108.14	15	1	1	-0.0196078431372548	1	-0.00297619047619047	21	16	-1.07097055888771	0.0782018806173976	neut	-0.496384339135156	-2.58226547542553	-1.25681587324135	3.2569177025836	0.00750352524537335	neg	-1.91954067433344	-0.737720576220394	0.146673454508439	0.0756023468672743	0.284554783217414	neg
ABCB9	5	33	5	8	727.32	1454.64	15	1	0.0986724427524597	-3.125	0.971353639774823	-0.253036437246964	13	38	-1.25176721391325	-0.172729640117947	neg	-0.712248427015599	-2.16768418206037	-0.923269894507214	10.8231486578806	0.00352396910649897	neg	-1.54547703828379	-0.902365059165691	0.27747258084297	0.148939116385297	0.516944315530637	neg
ABCC1	15	55	8	2	1499.19	2998.38	15	1	0.000504262993364413	-13.6666666666667	0.179013362644367	-0.585714285714286	10	70	-1.38894853185964	-0.377635577833572	neg	-0.883292054846606	-1.46847561996739	-0.361975071977345	27.7694780367874	0.00120214768415755	neg	-0.915225345972369	-1.04534840003273	0.544256083181176	0.312997929088292	0.946423382660014	neg
ABCC10	56	63	17	12	1524.6	3049.2	15	1	0.304150547693119	-0.59375	1	-0.115618661257606	29	119	-0.737096442688851	0.163980056590038	neut	-0.286558193049406	-0.966318854727263	-0.0676017174426275	14.748387208507	0.00259289564723128	neg	-0.516960286084945	-0.384911313775891	0.596328257530661	0.380481351292246	0.934626409228122	neg
ABCC13	35	55	11	3	1269.84	2539.68	15	1	0.00801610656070503	-4.76190476190476	0.529186532206378	-0.396825396825397	14	90	-1.05281173726506	-0.080883081142209	neg	-0.566847409203636	-0.989391480474365	0.0337973802083404	25.3236298518459	0.00154035178218036	neut	-0.477797050133012	-0.708219270620315	0.760930920350443	0.456205331072823	1.26919176914845	neut
ABCC2	4	50	3	9	675.18	1350.36	15	1	0.106623479640402	-3.16666666666667	0.983875031494079	-0.175925925925926	12	54	-1.34876275999299	-0.257421038471331	neg	-0.803091899232161	-2.56540809276308	-1.27940746673226	13.4055592140629	0.00422307170257607	neg	-1.92240777974767	-0.990911934022128	0.195533979006169	0.102786057499682	0.371943309874693	neg
ABCC3	12	55	4	10	1514.7	3029.4	15	1	0.459999947077398	-0.833333333333333	1	-0.106609808102345	14	67	-1.21387821794002	-0.198931779929316	neg	-0.706404998934666	-2.04397121353535	-0.93725877017318	16.8819992460503	0.00200181671110308	neg	-1.49061499185426	-0.874633833211731	0.290665666889607	0.167138827231247	0.50548602931714	neg
ABCC5	1	47	5	7	1438.47	2876.94	15	1	0.000777806585429088	-32.5714285714286	0.234703137153227	-0.395833333333333	12	48	-1.75104893410155	-0.623822840632911	neg	-1.18743588736723	-2.63471664320647	-1.27107982414148	15.2299600824377	0.0019265633772308	neg	-1.95289823367398	-1.38308270521984	0.213427535858021	0.107929541673238	0.422046720376775	neg
ABCC6	46	58	5	3	1375.11	2750.22	15	1	0.465179115698659	-1.10144927536232	1	-0.182692307692308	8	104	-0.90887868195393	0.0768795412906434	neut	-0.415999570331643	-1.01657091389677	0.0320302446617675	38.665896030138	0.00101855970518239	neut	-0.492270334617502	-0.529258391397624	0.611235982461697	0.361844812382861	1.0325277267799	neut
ABCC8	5	53	4	5	1517.01	3034.02	15	1	0.0148150278957592	-7.48	0.641111817849989	-0.35823754789272	9	58	-1.58429010764197	-0.510589300240003	neg	-1.04743970394099	-2.27899453305116	-1.02143815960475	22.4169104586505	0.00142002260516941	neg	-1.65021634632796	-1.21956472490474	0.275088887238919	0.146692636639984	0.515883774225826	neg
ABCC9	14	48	5	5	1618.65	3237.3	15	1	0.11581662148904	-2.42857142857143	1	-0.274193548387097	10	62	-1.27693355350637	-0.258926830220265	neg	-0.767930191863315	-1.69348182047304	-0.570488984368584	23.400396536756	0.00123010106991337	neg	-1.13198540242081	-0.929982497358683	0.423111448658237	0.241321339078671	0.741845590644175	neg
ABCD2	4	23	0	10	630.96	1261.92	15	1	0.55712014535544	1	1	0.148148148148148	10	27	-1.21543511053245	-0.0665599275553576	neg	-0.640997519043905	-2.70610829229191	-1.26761662978183	9.3875559076954	0.00359173270401161	neg	-1.98686246103687	-0.82909551342831	0.174550806845642	0.0850379979836457	0.35830766557148	neg
ABCD3	0	17	2	3	632.61	1265.22	15	1	0.0432900432900433	-Inf	0.818982480424487	-0.4	5	17	-1.697547836414	-0.45084496930467	neg	-1.07419640285934	-2.8178205184578	-1.08137393383654	14.679723148209	0.00179191111411044	neg	-1.94959722614717	-1.27107887752989	0.207101265860274	0.0869311611164576	0.49344826980701	neg
ABCD4	7	25	1	8	596.64	1193.28	15	1	0.658571311278402	0.553571428571429	1	0.107638888888889	9	32	-1.05055133227554	0.039415428629794	neut	-0.505567951822871	-2.21284957311338	-0.912431578662101	11.8801566925377	0.0031763950155373	neg	-1.56264057588774	-0.65872970456377	0.209581807667383	0.10938830069863	0.401546532375835	neg
ABCE1	0	15	4	3	594	1188	15	1	0.00478468899521532	-Inf	0.460299276725364	-0.571428571428571	7	15	-1.5933308648713	-0.384981708994885	neg	-0.989156286933091	-2.49842200354049	-0.881530338151281	11.7370278929558	0.00217600092935632	neg	-1.68997617084588	-1.19943558464426	0.262770678905117	0.117079361410368	0.589777588855987	neg
ABCF2	2	13	0	7	593.34	1186.68	15	1	1	1	1	0.133333333333333	7	15	-1.41712351231751	-0.192059332036483	neg	-0.804591422176997	-2.86082708204611	-1.20043161046153	9.90526648874638	0.00256973607737022	neg	-2.03062934625382	-1.01185806275054	0.176611988745216	0.0769900904446855	0.405075463927386	neg
ABCF3	4	33	4	8	616.77	1233.54	15	1	0.0875681124589327	-3.125	0.951277979139867	-0.225225225225225	12	37	-1.26412357056901	-0.16552198768786	neg	-0.714822779128435	-2.32610282027827	-1.0288159460941	10.6371060425588	0.00400863989469496	neg	-1.67745938318618	-0.90630394440611	0.243459832077997	0.127268879996637	0.465727532708593	neg
ABCG1	0	26	0	1	651.75	1303.5	15	1	1	NA	1	0	1	26	-1.88989927973893	-0.608142375408923	neg	-1.24902082757393	-3.09217524197598	-1.23345937032494	28.9009499712814	0.00113444732274546	neg	-2.16281730615046	-1.40447068370223	0.174136437872519	0.0687396785104802	0.441010877917965	neg
ABCG2	7	18	1	3	744.48	1488.96	15	1	1	0.142857142857143	1	0.03	4	25	-1.2170374713094	-0.111747747317459	neg	-0.664392609313428	-1.89267814783102	-0.522903655543527	21.6460170611562	0.00123651196029446	neg	-1.20779090168727	-0.820324638637146	0.379368914893606	0.191277104896627	0.752497776935323	neg
ABCG4	1	14	4	8	548.46	1096.92	15	1	0.138981791155704	-6	1	-0.266666666666667	12	15	-1.36829617606776	-0.182817005384207	neg	-0.775556590725983	-2.55359126019393	-1.05361656833535	6.4797728450605	0.0040423420504614	neg	-1.80360391426464	-1.0159982961206	0.221884362216246	0.104812279162034	0.469721022918339	neg
ABHD10	5	9	2	1	256.08	512.16	15	1	0.536764705882353	-2.6	1	-0.309523809523809	3	14	-1.04773579763445	0.0983238393310595	neut	-0.474705979151693	-1.61226288095474	-0.106195825821705	17.7652740405463	0.00191819127047264	neg	-0.859229353388222	-0.610214167052071	0.423488008551021	0.199454015645034	0.899245565596813	neg
ABHD11	5	11	2	0	197.01	394.02	15	1	0.137254901960784	-Inf	1	-0.6875	2	16	-1.03110727487805	0.117899348691184	neut	-0.456603963093431	-1.51774128807825	0.00379048187600606	21.1549934728145	0.00192657467244681	neut	-0.756975403101122	-0.585220227844021	0.4690797506209	0.219206046677702	1.00378156380932	neut
ABHD12	0	22	2	10	353.43	706.86	15	1	0.117647058823529	-Inf	1	-0.166666666666667	12	22	-1.42439981321843	-0.178799479892767	neg	-0.801599646555596	-3.14642478601938	-1.48971201201926	5.81398460214575	0.00729428115867985	neg	-2.31806839901932	-1.05895660397901	0.134384787600422	0.058695903291909	0.307688644964419	neg
ABHD12B	3	9	1	7	269.28	538.56	15	1	0.618575851393189	0.571428571428571	1	0.125	8	12	-1.04134880644099	0.149910725162536	neut	-0.445719040639226	-2.42430319108021	-0.854493746656282	6.62525371647509	0.00507437329106027	neg	-1.63939846886824	-0.612349247841504	0.194098412060493	0.0885461745272001	0.425498193533374	neg
ABHD13	2	4	0	0	334.62	669.24	15	1	1	NA	1	NA	0	6	-1.48764300903609	-0.221336608186658	neg	-0.854489808611371	-2.19552481325669	-0.352145119319398	28.2834675970741	0.000800790276364651	neg	-1.27383496628804	-1.01517080357487	0.376786576935715	0.149902254604619	0.947055947978807	neg
ABHD14A	8	7	2	4	175.56	351.12	15	1	0.635117204776648	0.5625	1	0.2	6	15	-0.649249274347424	0.462188917813184	neut	-0.0935301782671196	-1.44724279829429	-0.0486081679982978	9.55839326253496	0.00417411384430702	neg	-0.747925483146294	-0.133943683524358	0.473343670212849	0.235216198885587	0.952545888359723	neg
ABHD17A	0	14	0	5	289.74	579.48	15	1	1	NA	1	0	5	14	-1.56869920809438	-0.239442066963193	neg	-0.904070637528787	-3.27736011106659	-1.32418964542768	9.533036662757	0.00381902507276943	neg	-2.30077487824714	-1.12503788276049	0.139494222811966	0.052524411136238	0.370421117926088	neg
ABHD17B	0	8	0	0	286.11	572.22	15	1	1	NA	1	NA	0	8	-1.76014197968059	-0.393924512856522	neg	-1.07703324626856	-2.86250604840736	-0.769176375140314	25.1819850793099	0.0010762669440712	neg	-1.81584121177384	-1.24388156579785	0.234815346894472	0.0824268879976135	0.668790712253727	neg
ABHD17C	1	9	0	2	267.96	535.92	15	1	1	1	1	0.1	2	10	-1.47915307657563	-0.182945735925916	neg	-0.831049406250773	-2.69770164408776	-0.792789137606741	16.1156627371843	0.0019429562726655	neg	-1.74524539084725	-1.0115852291917	0.234902322242158	0.0906267475866925	0.608886104665147	neg
ABHD18	3	16	2	0	377.19	754.38	15	1	0.0476190476190476	-Inf	0.828231827900648	-0.842105263157895	2	19	-1.36108941316775	-0.194402728712219	neg	-0.777746070939987	-1.96889030924001	-0.412152935605846	24.2838803004148	0.00143643534275148	neg	-1.19052162242293	-0.939288710711975	0.400173515397378	0.183749827625766	0.871570239589234	neg
ABHD2	1	16	0	2	421.74	843.48	15	1	1	1	1	0.0588235294117647	2	17	-1.59553458894298	-0.332090135087851	neg	-0.963812362015416	-2.79086776068573	-0.979729983171976	19.9370242582283	0.00162953673976234	neg	-1.88529887192885	-1.14036114913085	0.212332824067146	0.0858649061728837	0.525159337667112	neg
ABHD5	2	22	0	2	330.99	661.98	15	1	1	1	1	0.0833333333333333	2	24	-1.42254553671143	-0.211412777225547	neg	-0.816979156968486	-2.57993707874324	-0.907940620359768	21.0481731659875	0.00219080739290618	neg	-1.7439388495515	-0.985502167856834	0.233353085058969	0.101170783052684	0.538361879862073	neg
ABHD6	0	8	0	9	334.62	669.24	15	1	1	NA	1	0	9	8	-1.53399929976022	-0.181830839729697	neg	-0.857915069744957	-3.51267757268037	-1.54748084598273	4.88479877014872	0.00538370767932015	neg	-2.53007920933155	-1.15016108105368	0.111757791210726	0.041850445935628	0.298548278355688	neg
